CaminhoRelativo,Motivo,TamanhoBytes
webalizer/hourly_usage_201709.png,technical-root,2251
webalizer/temp.tmp,known-system-file,0
webalizer/usage.png,technical-root,2878
webalizer/usage_200509.html,technical-root,98612
webalizer/usage_200510.html,technical-root,111494
webalizer/usage_200511.html,technical-root,109342
webalizer/usage_200512.html,technical-root,112573
webalizer/usage_200601.html,technical-root,111775
webalizer/usage_200602.html,technical-root,108526
webalizer/usage_200603.html,technical-root,112792
webalizer/usage_200604.html,technical-root,118417
webalizer/usage_200605.html,technical-root,111941
webalizer/usage_200606.html,technical-root,112597
webalizer/usage_200607.html,technical-root,113260
webalizer/usage_200608.html,technical-root,111177
webalizer/usage_200609.html,technical-root,110540
webalizer/usage_200610.html,technical-root,111404
webalizer/usage_200611.html,technical-root,109166
webalizer/usage_200612.html,technical-root,112544
webalizer/usage_200701.html,technical-root,111493
webalizer/usage_200702.html,technical-root,111372
webalizer/usage_200703.html,technical-root,112283
webalizer/usage_200704.html,technical-root,110625
webalizer/usage_200705.html,technical-root,112778
webalizer/usage_200706.html,technical-root,128294
webalizer/usage_200707.html,technical-root,134267
webalizer/usage_200708.html,technical-root,115054
webalizer/usage_200709.html,technical-root,114572
webalizer/usage_200710.html,technical-root,137374
webalizer/usage_200711.html,technical-root,119069
webalizer/usage_200712.html,technical-root,121436
webalizer/usage_200801.html,technical-root,114039
webalizer/usage_200802.html,technical-root,114103
webalizer/usage_200803.html,technical-root,116444
webalizer/usage_200804.html,technical-root,118405
webalizer/usage_200805.html,technical-root,119357
webalizer/usage_200806.html,technical-root,108755
webalizer/usage_200807.html,technical-root,102419
webalizer/usage_200808.html,technical-root,118303
webalizer/usage_200809.html,technical-root,122804
webalizer/usage_200810.html,technical-root,121689
webalizer/usage_200811.html,technical-root,118309
webalizer/usage_200812.html,technical-root,122047
webalizer/usage_200901.html,technical-root,126364
webalizer/usage_200902.html,technical-root,122155
webalizer/usage_200903.html,technical-root,125121
webalizer/usage_200904.html,technical-root,124556
webalizer/usage_200905.html,technical-root,125616
webalizer/usage_200906.html,technical-root,127529
webalizer/usage_200907.html,technical-root,125553
webalizer/usage_200908.html,technical-root,124329
webalizer/usage_200909.html,technical-root,127489
webalizer/usage_200910.html,technical-root,126137
webalizer/usage_200911.html,technical-root,127156
webalizer/usage_200912.html,technical-root,125429
webalizer/usage_201001.html,technical-root,131303
webalizer/usage_201002.html,technical-root,126237
webalizer/usage_201003.html,technical-root,128707
webalizer/usage_201004.html,technical-root,130367
webalizer/usage_201005.html,technical-root,128341
webalizer/usage_201006.html,technical-root,127942
webalizer/usage_201007.html,technical-root,132273
webalizer/usage_201008.html,technical-root,132689
webalizer/usage_201009.html,technical-root,131595
webalizer/usage_201010.html,technical-root,133635
webalizer/usage_201011.html,technical-root,132092
webalizer/usage_201012.html,technical-root,133073
webalizer/usage_201101.html,technical-root,134310
webalizer/usage_201102.html,technical-root,130634
webalizer/usage_201103.html,technical-root,133567
webalizer/usage_201104.html,technical-root,130141
webalizer/usage_201105.html,technical-root,131100
webalizer/usage_201106.html,technical-root,130470
webalizer/usage_201107.html,technical-root,130619
webalizer/usage_201108.html,technical-root,131055
webalizer/usage_201109.html,technical-root,131472
webalizer/usage_201110.html,technical-root,131879
webalizer/usage_201111.html,technical-root,132749
webalizer/usage_201112.html,technical-root,133049
webalizer/usage_201201.html,technical-root,131592
webalizer/usage_201202.html,technical-root,131319
webalizer/usage_201203.html,technical-root,134567
webalizer/usage_201204.html,technical-root,135143
webalizer/usage_201205.html,technical-root,135432
webalizer/usage_201206.html,technical-root,133509
webalizer/usage_201207.html,technical-root,133857
webalizer/usage_201208.html,technical-root,134470
webalizer/usage_201209.html,technical-root,134291
webalizer/usage_201210.html,technical-root,135189
webalizer/usage_201211.html,technical-root,134340
webalizer/usage_201212.html,technical-root,135779
webalizer/usage_201301.html,technical-root,135167
webalizer/usage_201302.html,technical-root,133107
webalizer/usage_201303.html,technical-root,135198
webalizer/usage_201304.html,technical-root,134616
webalizer/usage_201305.html,technical-root,135045
webalizer/usage_201306.html,technical-root,132072
webalizer/usage_201307.html,technical-root,136202
webalizer/usage_201308.html,technical-root,133895
webalizer/usage_201309.html,technical-root,130448
webalizer/usage_201310.html,technical-root,132120
webalizer/usage_201311.html,technical-root,130036
webalizer/usage_201312.html,technical-root,133283
webalizer/usage_201401.html,technical-root,132389
webalizer/usage_201402.html,technical-root,129912
webalizer/usage_201403.html,technical-root,131520
webalizer/usage_201404.html,technical-root,131282
webalizer/usage_201405.html,technical-root,132671
webalizer/usage_201406.html,technical-root,132842
webalizer/usage_201407.html,technical-root,132207
webalizer/usage_201408.html,technical-root,132965
webalizer/usage_201409.html,technical-root,132745
webalizer/usage_201410.html,technical-root,131630
webalizer/usage_201411.html,technical-root,132704
webalizer/usage_201412.html,technical-root,133388
webalizer/usage_201501.html,technical-root,132129
webalizer/usage_201502.html,technical-root,130303
webalizer/usage_201503.html,technical-root,132362
webalizer/usage_201504.html,technical-root,131103
webalizer/usage_201505.html,technical-root,132701
webalizer/usage_201506.html,technical-root,130071
webalizer/usage_201507.html,technical-root,131161
webalizer/usage_201508.html,technical-root,131481
webalizer/usage_201509.html,technical-root,130309
webalizer/usage_201510.html,technical-root,131082
webalizer/usage_201511.html,technical-root,130356
webalizer/usage_201512.html,technical-root,130530
webalizer/usage_201601.html,technical-root,131268
webalizer/usage_201602.html,technical-root,130408
webalizer/usage_201603.html,technical-root,131295
webalizer/usage_201604.html,technical-root,130449
webalizer/usage_201605.html,technical-root,131114
webalizer/usage_201606.html,technical-root,130049
webalizer/usage_201607.html,technical-root,130913
webalizer/usage_201608.html,technical-root,130708
webalizer/usage_201609.html,technical-root,130502
webalizer/usage_201610.html,technical-root,130003
webalizer/usage_201611.html,technical-root,129743
webalizer/usage_201612.html,technical-root,130117
webalizer/usage_201701.html,technical-root,130773
webalizer/usage_201702.html,technical-root,127788
webalizer/usage_201703.html,technical-root,130963
webalizer/usage_201704.html,technical-root,130502
webalizer/usage_201705.html,technical-root,131100
webalizer/usage_201706.html,technical-root,130073
webalizer/usage_201707.html,technical-root,130590
webalizer/usage_201708.html,technical-root,130521
webalizer/usage_201709.html,technical-root,115672
webalizer/webalizer.current,technical-root,785470
webalizer/webalizer.hist,technical-root,606
