item_id,source_page,route_official,status,in_safe_subset,candidate_media_count,classification
42456,paises/brasil/atletico/1988.htm,/items/brasil/teams/atletico/items/1988,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
42866,paises/brasil/corinthians/1985.htm,/items/brasil/teams/corinthians/collections/04-09/1985,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
43779,paises/brasil/selecaob/1972.htm,/items/brasil/teams/selecaob/items/1972-fc0de5,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
43816,paises/brasil/selecaob/2006.htm,/items/brasil/teams/selecaob/items/2006-8f3c3d,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
44042,paises/italia/bologna/untitled.htm,/items/italia/teams/bologna/items/documento-sem-titulo,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
45270,paises/italia/juventus/4445.htm,/items/italia/teams/juventus/items/1944-1945,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
45886,paises/italia/sassari/8889.htm,/items/italia/teams/sassari/items/1988-1989,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
45896,paises/italia/ternana/2002.htm,/items/italia/teams/ternana/items/2002,PRESERVED,0,0,NO_NEW_MISSING_MEDIA
