item_id,route_before,route_after_normalization,slug_before,slug_after_normalization,classification,team_correct,collection_correct,media_preserved,route_collision,applied,validated
42551,/items/brasil/teams/atletico/collections/04-15/2015-a57db3,/items/brasil/teams/atletico/collections/03-16/2015-8e22ac,2015-a57db3,2015-8e22ac,BOTH,1,1,1,0,TRUE,TRUE
42552,/items/brasil/teams/atletico/collections/04-15/2015-733e5c,/items/brasil/teams/atletico/collections/04-16/2015,2015-733e5c,2015,BOTH,1,1,1,0,TRUE,TRUE
42553,/items/brasil/teams/atletico/collections/04-15/2015-b4b757,/items/brasil/teams/atletico/collections/04-16/2015-0749e2,2015-b4b757,2015-0749e2,BOTH,1,1,1,0,TRUE,TRUE
42554,/items/brasil/teams/atletico/collections/04-15/2015-d0fe39,/items/brasil/teams/atletico/collections/04-16/2015-7d162e,2015-d0fe39,2015-7d162e,BOTH,1,1,1,0,TRUE,TRUE
42557,/items/brasil/teams/atletico/collections/04-15/2015-055676,/items/brasil/teams/atletico/collections/03-16/2015-b0de82,2015-055676,2015-b0de82,BOTH,1,1,1,0,TRUE,TRUE
42559,/items/brasil/teams/atletico/collections/04-15/2015-65418b,/items/brasil/teams/atletico/collections/03-16/2015-3a5f5f,2015-65418b,2015-3a5f5f,BOTH,1,1,1,0,TRUE,TRUE
42560,/items/brasil/teams/atletico/collections/04-15/2015-33bc4f,/items/brasil/teams/atletico/collections/03-16/2015-379f43,2015-33bc4f,2015-379f43,BOTH,1,1,1,0,TRUE,TRUE
42568,/items/brasil/teams/atletico/collections/03-17/2016-3e56d3,/items/brasil/teams/atletico/collections/04-20/2016,2016-3e56d3,2016,BOTH,1,1,1,0,TRUE,TRUE
42569,/items/brasil/teams/atletico/collections/03-17/2016-016d26,/items/brasil/teams/atletico/collections/04-20/2016-0c433b,2016-016d26,2016-0c433b,BOTH,1,1,1,0,TRUE,TRUE
42570,/items/brasil/teams/atletico/collections/03-17/2016-e8d66a,/items/brasil/teams/atletico/collections/04-20/2016-c05079,2016-e8d66a,2016-c05079,BOTH,1,1,1,0,TRUE,TRUE
42583,/items/brasil/teams/atletico/collections/07-17/2017-21429e,/items/brasil/teams/atletico/collections/03-20/2017,2017-21429e,2017,BOTH,1,1,1,0,TRUE,TRUE
42584,/items/brasil/teams/atletico/collections/07-17/2017-ada18c,/items/brasil/teams/atletico/collections/03-20/2017-07bc19,2017-ada18c,2017-07bc19,BOTH,1,1,1,0,TRUE,TRUE
42586,/items/brasil/teams/atletico/collections/07-17/2017-6d9b3c,/items/brasil/teams/atletico/collections/11-17/2017,2017-6d9b3c,2017,BOTH,1,1,1,0,TRUE,TRUE
42587,/items/brasil/teams/atletico/collections/07-17/2017-75f716,/items/brasil/teams/atletico/collections/11-17/2017-940793,2017-75f716,2017-940793,BOTH,1,1,1,0,TRUE,TRUE
42589,/items/brasil/teams/atletico/collections/07-17/2017-eb01a3,/items/brasil/teams/atletico/collections/02-22/2017,2017-eb01a3,2017,BOTH,1,1,1,0,TRUE,TRUE
42590,/items/brasil/teams/atletico/collections/07-17/2017-a84e6f,/items/brasil/teams/atletico/collections/11-17/2017-2abc2c,2017-a84e6f,2017-2abc2c,BOTH,1,1,1,0,TRUE,TRUE
42592,/items/brasil/teams/atletico/collections/07-17/2017-4c3af5,/items/brasil/teams/atletico/collections/01-18/2017,2017-4c3af5,2017,BOTH,1,1,1,0,TRUE,TRUE
42593,/items/brasil/teams/atletico/collections/07-17/2017-31a182,/items/brasil/teams/atletico/collections/11-17/2017-754b24,2017-31a182,2017-754b24,BOTH,1,1,1,0,TRUE,TRUE
42595,/items/brasil/teams/atletico/collections/07-17/2017-8a71e3,/items/brasil/teams/atletico/collections/11-17/2017-277feb,2017-8a71e3,2017-277feb,BOTH,1,1,1,0,TRUE,TRUE
42599,/items/brasil/teams/atletico/collections/07-18/2018-3d96f0,/items/brasil/teams/atletico/collections/08-18/2018,2018-3d96f0,2018,BOTH,1,1,1,0,TRUE,TRUE
42600,/items/brasil/teams/atletico/collections/07-18/2018-c910e0,/items/brasil/teams/atletico/collections/08-18/2018-b986cb,2018-c910e0,2018-b986cb,BOTH,1,1,1,0,TRUE,TRUE
42602,/items/brasil/teams/atletico/collections/07-18/2018-52582b,/items/brasil/teams/atletico/collections/10-18/2018,2018-52582b,2018,BOTH,1,1,1,0,TRUE,TRUE
42603,/items/brasil/teams/atletico/collections/07-18/2018-f46ed7,/items/brasil/teams/atletico/collections/10-18/2018-171360,2018-f46ed7,2018-171360,BOTH,1,1,1,0,TRUE,TRUE
42604,/items/brasil/teams/atletico/collections/07-18/2018-660773,/items/brasil/teams/atletico/collections/10-18/2018-25850f,2018-660773,2018-25850f,BOTH,1,1,1,0,TRUE,TRUE
42605,/items/brasil/teams/atletico/collections/07-18/2018-0337ca,/items/brasil/teams/atletico/collections/03-19/2018,2018-0337ca,2018,BOTH,1,1,1,0,TRUE,TRUE
42606,/items/brasil/teams/atletico/collections/07-18/2018-cceb9f,/items/brasil/teams/atletico/collections/01-19/2018,2018-cceb9f,2018,BOTH,1,1,1,0,TRUE,TRUE
42607,/items/brasil/teams/atletico/collections/07-18/2018-df03bb,/items/brasil/teams/atletico/collections/01-19/2018-bcf023,2018-df03bb,2018-bcf023,BOTH,1,1,1,0,TRUE,TRUE
42608,/items/brasil/teams/atletico/collections/07-18/2018-18048e,/items/brasil/teams/atletico/collections/03-19/2018-65821d,2018-18048e,2018-65821d,BOTH,1,1,1,0,TRUE,TRUE
42609,/items/brasil/teams/atletico/collections/07-18/2018-aaace8,/items/brasil/teams/atletico/collections/03-19/2018-b667f9,2018-aaace8,2018-b667f9,BOTH,1,1,1,0,TRUE,TRUE
42610,/items/brasil/teams/atletico/collections/07-18/2018-8c5c72,/items/brasil/teams/atletico/collections/03-19/2018-85f2a0,2018-8c5c72,2018-85f2a0,BOTH,1,1,1,0,TRUE,TRUE
42611,/items/brasil/teams/atletico/collections/07-18/2018-76add2,/items/brasil/teams/atletico/collections/08-18/2018-e0a8be,2018-76add2,2018-e0a8be,BOTH,1,1,1,0,TRUE,TRUE
42612,/items/brasil/teams/atletico/collections/07-18/2018-e49ea3,/items/brasil/teams/atletico/collections/08-18/2018-421dd1,2018-e49ea3,2018-421dd1,BOTH,1,1,1,0,TRUE,TRUE
42613,/items/brasil/teams/atletico/collections/07-18/2018-f03372,/items/brasil/teams/atletico/collections/08-18/2018-2e68f2,2018-f03372,2018-2e68f2,BOTH,1,1,1,0,TRUE,TRUE
42614,/items/brasil/teams/atletico/collections/07-18/2018-de8040,/items/brasil/teams/atletico/collections/08-18/2018-fcf0bc,2018-de8040,2018-fcf0bc,BOTH,1,1,1,0,TRUE,TRUE
42615,/items/brasil/teams/atletico/collections/07-18/2018-3b47e5,/items/brasil/teams/atletico/collections/09-18/2018,2018-3b47e5,2018,BOTH,1,1,1,0,TRUE,TRUE
42616,/items/brasil/teams/atletico/collections/07-18/2018-18cb08,/items/brasil/teams/atletico/collections/09-18/2018-af4d7e,2018-18cb08,2018-af4d7e,BOTH,1,1,1,0,TRUE,TRUE
42621,/items/brasil/teams/atletico/collections/11-21/2019-f43c1d,/items/brasil/teams/atletico/collections/10-19/2019,2019-f43c1d,2019,BOTH,1,1,1,0,TRUE,TRUE
42622,/items/brasil/teams/atletico/collections/11-21/2019-ab8073,/items/brasil/teams/atletico/collections/10-19/2019-fab30f,2019-ab8073,2019-fab30f,BOTH,1,1,1,0,TRUE,TRUE
42623,/items/brasil/teams/atletico/collections/11-21/2019-609642,/items/brasil/teams/atletico/collections/01-20/2019,2019-609642,2019,BOTH,1,1,1,0,TRUE,TRUE
42624,/items/brasil/teams/atletico/collections/11-21/2019-3b07d8,/items/brasil/teams/atletico/collections/01-20/2019-5b8859,2019-3b07d8,2019-5b8859,BOTH,1,1,1,0,TRUE,TRUE
42625,/items/brasil/teams/atletico/collections/11-21/2019-64812d,/items/brasil/teams/atletico/collections/03-20/2019,2019-64812d,2019,BOTH,1,1,1,0,TRUE,TRUE
42626,/items/brasil/teams/atletico/collections/11-21/2019-fd46b1,/items/brasil/teams/atletico/collections/01-20/2019-4d5fe7,2019-fd46b1,2019-4d5fe7,BOTH,1,1,1,0,TRUE,TRUE
42628,/items/brasil/teams/atletico/collections/11-21/2019-23279b,/items/brasil/teams/atletico/collections/01-20/2019-5c1125,2019-23279b,2019-5c1125,BOTH,1,1,1,0,TRUE,TRUE
42629,/items/brasil/teams/atletico/collections/11-21/2019-e184dc,/items/brasil/teams/atletico/collections/01-20/2019-4903fd,2019-e184dc,2019-4903fd,BOTH,1,1,1,0,TRUE,TRUE
42630,/items/brasil/teams/atletico/collections/11-21/2019-d1eda4,/items/brasil/teams/atletico/collections/01-20/2019-bd2ad3,2019-d1eda4,2019-bd2ad3,BOTH,1,1,1,0,TRUE,TRUE
42631,/items/brasil/teams/atletico/collections/11-21/2019-7bb645,/items/brasil/teams/atletico/collections/01-20/2019-1f79ba,2019-7bb645,2019-1f79ba,BOTH,1,1,1,0,TRUE,TRUE
42632,/items/brasil/teams/atletico/collections/11-21/2019-401c6f,/items/brasil/teams/atletico/collections/03-20/2019-e6739f,2019-401c6f,2019-e6739f,BOTH,1,1,1,0,TRUE,TRUE
42634,/items/brasil/teams/atletico/collections/11-21/2019-689047,/items/brasil/teams/atletico/collections/01-20/2019-7e3fa9,2019-689047,2019-7e3fa9,BOTH,1,1,1,0,TRUE,TRUE
42635,/items/brasil/teams/atletico/collections/11-21/2019-b676a0,/items/brasil/teams/atletico/collections/03-20/2019-ee420c,2019-b676a0,2019-ee420c,BOTH,1,1,1,0,TRUE,TRUE
42636,/items/brasil/teams/atletico/collections/11-21/2019-d0fb98,/items/brasil/teams/atletico/collections/03-20/2019-45e83f,2019-d0fb98,2019-45e83f,BOTH,1,1,1,0,TRUE,TRUE
42642,/items/brasil/teams/atletico/collections/11-21-2/2021-1888a6,/items/brasil/teams/atletico/collections/02-22/2021,2021-1888a6,2021,BOTH,1,1,1,0,TRUE,TRUE
42643,/items/brasil/teams/atletico/collections/11-21-2/2021-77300c,/items/brasil/teams/atletico/collections/07-22/2021,2021-77300c,2021,BOTH,1,1,1,0,TRUE,TRUE
42644,/items/brasil/teams/atletico/collections/11-21-2/2021-4f42ea,/items/brasil/teams/atletico/collections/07-22/2021-725929,2021-4f42ea,2021-725929,BOTH,1,1,1,0,TRUE,TRUE
42647,/items/brasil/teams/atletico/collections/11-21-2/2021-c43f49,/items/brasil/teams/atletico/collections/02-22/2021-275d5a,2021-c43f49,2021-275d5a,BOTH,1,1,1,0,TRUE,TRUE
42648,/items/brasil/teams/atletico/collections/11-21-2/2021-89af58,/items/brasil/teams/atletico/collections/02-22/2021-ea82db,2021-89af58,2021-ea82db,BOTH,1,1,1,0,TRUE,TRUE
42649,/items/brasil/teams/atletico/collections/11-21-2/2021-89b299,/items/brasil/teams/atletico/collections/07-22/2021-bb016c,2021-89b299,2021-bb016c,BOTH,1,1,1,0,TRUE,TRUE
42650,/items/brasil/teams/atletico/collections/11-21-2/2021-23b2cc,/items/brasil/teams/atletico/collections/03-23/2021,2021-23b2cc,2021,BOTH,1,1,1,0,TRUE,TRUE
42651,/items/brasil/teams/atletico/collections/11-21-2/2021-4dc7ce,/items/brasil/teams/atletico/collections/08-23/2021,2021-4dc7ce,2021,BOTH,1,1,1,0,TRUE,TRUE
42657,/items/brasil/teams/atletico/collections/11-21-2/2021-f41313,/items/brasil/teams/atletico/collections/11-22/2021,2021-f41313,2021,BOTH,1,1,1,0,TRUE,TRUE
42660,/items/brasil/teams/atletico/collections/11-21-2/2021-c97760,/items/brasil/teams/atletico/collections/03-23/2021-c6cbe2,2021-c97760,2021-c6cbe2,BOTH,1,1,1,0,TRUE,TRUE
42661,/items/brasil/teams/atletico/collections/11-21-2/2021-e95c23,/items/brasil/teams/atletico/collections/08-23/2021-c19be0,2021-e95c23,2021-c19be0,BOTH,1,1,1,0,TRUE,TRUE
42664,/items/brasil/teams/atletico/collections/11-21-2/2021-4c06d1,/items/brasil/teams/atletico/collections/07-22/2021-fac4f5,2021-4c06d1,2021-fac4f5,BOTH,1,1,1,0,TRUE,TRUE
42665,/items/brasil/teams/atletico/collections/11-21-2/2021-a138e9,/items/brasil/teams/atletico/collections/02-22/2021-add786,2021-a138e9,2021-add786,BOTH,1,1,1,0,TRUE,TRUE
42666,/items/brasil/teams/atletico/collections/11-21-2/2021-322ccb,/items/brasil/teams/atletico/collections/08-23/2021-c6bad4,2021-322ccb,2021-c6bad4,BOTH,1,1,1,0,TRUE,TRUE
42675,/items/brasil/teams/atletico/collections/09-22/2022-38b199,/items/brasil/teams/atletico/collections/08-23/2022,2022-38b199,2022,BOTH,1,1,1,0,TRUE,TRUE
42678,/items/brasil/teams/atletico/collections/09-22/2022-5faff7,/items/brasil/teams/atletico/collections/03-23/2022,2022-5faff7,2022,BOTH,1,1,1,0,TRUE,TRUE
42681,/items/brasil/teams/atletico/collections/09-22/2022-bc7704,/items/brasil/teams/atletico/collections/03-23/2022-a8188e,2022-bc7704,2022-a8188e,BOTH,1,1,1,0,TRUE,TRUE
42682,/items/brasil/teams/atletico/collections/09-22/2022-fba0f7,/items/brasil/teams/atletico/collections/03-23/2022-d4ddeb,2022-fba0f7,2022-d4ddeb,BOTH,1,1,1,0,TRUE,TRUE
42683,/items/brasil/teams/atletico/collections/09-22/2022-aa81f4,/items/brasil/teams/atletico/collections/03-23/2022-da9db2,2022-aa81f4,2022-da9db2,BOTH,1,1,1,0,TRUE,TRUE
42684,/items/brasil/teams/atletico/collections/09-22/2022-504371,/items/brasil/teams/atletico/collections/03-23/2022-5eb9f7,2022-504371,2022-5eb9f7,BOTH,1,1,1,0,TRUE,TRUE
42685,/items/brasil/teams/atletico/collections/09-22/2022-8927d5,/items/brasil/teams/atletico/collections/03-23/2022-eefc05,2022-8927d5,2022-eefc05,BOTH,1,1,1,0,TRUE,TRUE
42686,/items/brasil/teams/atletico/collections/09-22/2022-8d714c,/items/brasil/teams/atletico/collections/09-24-2/2022,2022-8d714c,2022,BOTH,1,1,1,0,TRUE,TRUE
42687,/items/brasil/teams/atletico/collections/09-22/2022-b9c11d,/items/brasil/teams/atletico/collections/09-24-2/2022-2ea83a,2022-b9c11d,2022-2ea83a,BOTH,1,1,1,0,TRUE,TRUE
42688,/items/brasil/teams/atletico/collections/09-22/2022-4bc261,/items/brasil/teams/atletico/collections/03-25/2022,2022-4bc261,2022,BOTH,1,1,1,0,TRUE,TRUE
42690,/items/brasil/teams/atletico/collections/09-22/2022-356313,/items/brasil/teams/atletico/collections/09-24-2/2022-51ae53,2022-356313,2022-51ae53,BOTH,1,1,1,0,TRUE,TRUE
42693,/items/brasil/teams/atletico/collections/01-24/2023-e437a4,/items/brasil/teams/atletico/collections/08-23/2023,2023-e437a4,2023,BOTH,1,1,1,0,TRUE,TRUE
42694,/items/brasil/teams/atletico/collections/01-24/2023-f803c0,/items/brasil/teams/atletico/collections/08-23/2023-10ad7b,2023-f803c0,2023-10ad7b,BOTH,1,1,1,0,TRUE,TRUE
42695,/items/brasil/teams/atletico/collections/01-24/2023-0dbc35,/items/brasil/teams/atletico/collections/08-23/2023-07b1c4,2023-0dbc35,2023-07b1c4,BOTH,1,1,1,0,TRUE,TRUE
42696,/items/brasil/teams/atletico/collections/01-24/2023-48b450,/items/brasil/teams/atletico/collections/08-23/2023-06c9a5,2023-48b450,2023-06c9a5,BOTH,1,1,1,0,TRUE,TRUE
42699,/items/brasil/teams/atletico/collections/01-24/2023-078f5b,/items/brasil/teams/atletico/collections/05-24/2023,2023-078f5b,2023,BOTH,1,1,1,0,TRUE,TRUE
42700,/items/brasil/teams/atletico/collections/01-24/2023-5bb4e7,/items/brasil/teams/atletico/collections/03-25/2023,2023-5bb4e7,2023,BOTH,1,1,1,0,TRUE,TRUE
42701,/items/brasil/teams/atletico/collections/01-24/2023-2e6165,/items/brasil/teams/atletico/collections/03-25/2023-b168b1,2023-2e6165,2023-b168b1,BOTH,1,1,1,0,TRUE,TRUE
42702,/items/brasil/teams/atletico/collections/01-24/2023-3d66e3,/items/brasil/teams/atletico/collections/07-25-2/2023,2023-3d66e3,2023,BOTH,1,1,1,0,TRUE,TRUE
42703,/items/brasil/teams/atletico/collections/01-24/2023-d0e730,/items/brasil/teams/atletico/collections/03-25/2023-cdbec5,2023-d0e730,2023-cdbec5,BOTH,1,1,1,0,TRUE,TRUE
42704,/items/brasil/teams/atletico/collections/01-24/2023-1f902c,/items/brasil/teams/atletico/collections/03-25/2023-222bb6,2023-1f902c,2023-222bb6,BOTH,1,1,1,0,TRUE,TRUE
42706,/items/brasil/teams/atletico/collections/01-24/2023-0d89ce,/items/brasil/teams/atletico/collections/08-23/2023-dfb351,2023-0d89ce,2023-dfb351,BOTH,1,1,1,0,TRUE,TRUE
42714,/items/brasil/teams/atletico/collections/01-24/2023-f6d5ed,/items/brasil/teams/atletico/collections/05-24/2023-50c3bb,2023-f6d5ed,2023-50c3bb,BOTH,1,1,1,0,TRUE,TRUE
42715,/items/brasil/teams/atletico/collections/01-24/2023-060d29,/items/brasil/teams/atletico/collections/05-24/2023-c242e6,2023-060d29,2023-c242e6,BOTH,1,1,1,0,TRUE,TRUE
42719,/items/brasil/teams/atletico/collections/01-24/2023-d46bad,/items/brasil/teams/atletico/collections/08-23/2023-7f4729,2023-d46bad,2023-7f4729,BOTH,1,1,1,0,TRUE,TRUE
42720,/items/brasil/teams/atletico/collections/01-24/2023-75d417,/items/brasil/teams/atletico/collections/08-23/2023-a3dd74,2023-75d417,2023-a3dd74,BOTH,1,1,1,0,TRUE,TRUE
42721,/items/brasil/teams/atletico/collections/01-24/2023-8f245e,/items/brasil/teams/atletico/collections/09-24-2/2023,2023-8f245e,2023,BOTH,1,1,1,0,TRUE,TRUE
42722,/items/brasil/teams/atletico/collections/01-24/2023-66a141,/items/brasil/teams/atletico/collections/09-24-2/2023-01e15f,2023-66a141,2023-01e15f,BOTH,1,1,1,0,TRUE,TRUE
42723,/items/brasil/teams/atletico/collections/01-24/2023-ad1a1e,/items/brasil/teams/atletico/collections/09-24-2/2023-86833f,2023-ad1a1e,2023-86833f,BOTH,1,1,1,0,TRUE,TRUE
42724,/items/brasil/teams/atletico/collections/01-24/2023-abd758,/items/brasil/teams/atletico/collections/09-24-2/2023-27f0f7,2023-abd758,2023-27f0f7,BOTH,1,1,1,0,TRUE,TRUE
42727,/items/brasil/teams/atletico/collections/01-24/2023-311c2c,/items/brasil/teams/atletico/collections/08-23/2023-6e4699,2023-311c2c,2023-6e4699,BOTH,1,1,1,0,TRUE,TRUE
42728,/items/brasil/teams/atletico/collections/01-24/2023-05cfd9,/items/brasil/teams/atletico/collections/08-23/2023-492d3f,2023-05cfd9,2023-492d3f,BOTH,1,1,1,0,TRUE,TRUE
42729,/items/brasil/teams/atletico/collections/01-24/2023-9d7bda,/items/brasil/teams/atletico/collections/08-23/2023-2a7c2d,2023-9d7bda,2023-2a7c2d,BOTH,1,1,1,0,TRUE,TRUE
42730,/items/brasil/teams/atletico/collections/01-24/2023-663830,/items/brasil/teams/atletico/collections/08-23/2023-b0df89,2023-663830,2023-b0df89,BOTH,1,1,1,0,TRUE,TRUE
42733,/items/brasil/teams/atletico/collections/01-24/2023-a515f3,/items/brasil/teams/atletico/collections/05-24/2023-99d50b,2023-a515f3,2023-99d50b,BOTH,1,1,1,0,TRUE,TRUE
42735,/items/brasil/teams/atletico/collections/01-24/2023-6275c5,/items/brasil/teams/atletico/collections/08-23/2023-b42ef8,2023-6275c5,2023-b42ef8,BOTH,1,1,1,0,TRUE,TRUE
42743,/items/brasil/teams/atletico/collections/01-24/2023-af41b0,/items/brasil/teams/atletico/collections/05-24/2023-d11afc,2023-af41b0,2023-d11afc,BOTH,1,1,1,0,TRUE,TRUE
42744,/items/brasil/teams/atletico/collections/01-24/2023-38c3bb,/items/brasil/teams/atletico/collections/05-24/2023-ca59a9,2023-38c3bb,2023-ca59a9,BOTH,1,1,1,0,TRUE,TRUE
42748,/items/brasil/teams/atletico/collections/01-24/2023-bf50a6,/items/brasil/teams/atletico/collections/08-23/2023-c358a0,2023-bf50a6,2023-c358a0,BOTH,1,1,1,0,TRUE,TRUE
42749,/items/brasil/teams/atletico/collections/01-24/2023-9d7dad,/items/brasil/teams/atletico/collections/08-23/2023-1ff30d,2023-9d7dad,2023-1ff30d,BOTH,1,1,1,0,TRUE,TRUE
42752,/items/brasil/teams/atletico/collections/09-24-3/2024-7d8c76,/items/brasil/teams/atletico/collections/03-25/2024,2024-7d8c76,2024,BOTH,1,1,1,0,TRUE,TRUE
42753,/items/brasil/teams/atletico/collections/09-24-3/2024-b7eff9,/items/brasil/teams/atletico/collections/03-25/2024-8f761a,2024-b7eff9,2024-8f761a,BOTH,1,1,1,0,TRUE,TRUE
42755,/items/brasil/teams/atletico/collections/09-24-3/2024-05da64,/items/brasil/teams/atletico/collections/03-25/2024-35d383,2024-05da64,2024-35d383,BOTH,1,1,1,0,TRUE,TRUE
42758,/items/brasil/teams/atletico/collections/09-24-3/2024-26bceb,/items/brasil/teams/atletico/collections/03-25/2024-a0e6f6,2024-26bceb,2024-a0e6f6,BOTH,1,1,1,0,TRUE,TRUE
