item_id,identity,team_path,collection_before,collection_target,stable_key,item_slug,public_slug,route_before,route_target_provisional,reason,authorization_class
42700,paises/brasil/atletico/2023.htm#editorial:hx001:table-242:description-table-251,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/03_25,item:76daab7937d7b05d9d17ce7eb444945f7c717b74567719592d4c4cffa921db31,2023,2023-5bb4e7,/items/brasil/teams/atletico/collections/01-24/2023-5bb4e7,/items/brasil/teams/atletico/collections/03-25/2023-5bb4e7,unique record references,ET028_EXCLUSIVE
42701,paises/brasil/atletico/2023.htm#editorial:hx001:table-270:description-table-279,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/03_25,item:1fdea06bdc17e6f3222935e1efefc245cc2db0bd5f2a041601ad860be50e69b5,2023,2023-2e6165,/items/brasil/teams/atletico/collections/01-24/2023-2e6165,/items/brasil/teams/atletico/collections/03-25/2023-2e6165,unique record references,ET028_EXCLUSIVE
42702,paises/brasil/atletico/2023.htm#editorial:hx001:table-304:description-table-313,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/07_25_2,item:45b698938164a1a040bce2b0776a5adda36805adf96639e26351f8f9b9fef6b0,2023,2023-3d66e3,/items/brasil/teams/atletico/collections/01-24/2023-3d66e3,/items/brasil/teams/atletico/collections/07-25-2/2023-3d66e3,unique record references,ET028_EXCLUSIVE
42703,paises/brasil/atletico/2023.htm#editorial:hx001:table-338:description-table-347,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/03_25,item:0d8b7527cf1c18ce88f9242a053a791a7ad18db24ff26ccd58a2d2a262e7e2ce,2023,2023-d0e730,/items/brasil/teams/atletico/collections/01-24/2023-d0e730,/items/brasil/teams/atletico/collections/03-25/2023-d0e730,unique record references,ET028_EXCLUSIVE
42704,paises/brasil/atletico/2023.htm#editorial:hx001:table-366:description-table-375,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/03_25,item:063f7fd1bf0e9ea86d2daf4fd1ce8d584f63dc5192ebaf7b44f424e6dcd6c898,2023,2023-1f902c,/items/brasil/teams/atletico/collections/01-24/2023-1f902c,/items/brasil/teams/atletico/collections/03-25/2023-1f902c,unique record references,ET028_EXCLUSIVE
42706,paises/brasil/atletico/2023.htm#editorial:hx001:table-421:description-table-430,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:22e568d3a5a9016a85088008adfd8541b03d70a1b3ce98901de13dfa642d28ec,2023,2023-0d89ce,/items/brasil/teams/atletico/collections/01-24/2023-0d89ce,/items/brasil/teams/atletico/collections/08-23/2023-0d89ce,unique record references,ET028_EXCLUSIVE
42714,paises/brasil/atletico/2023.htm#editorial:hx001:table-605:description-table-614,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/05_24,item:4fd84179a4c53472e9c42c56c5fdfa1d93c3e0fc284255576bdb427eb9600d75,2023,2023-f6d5ed,/items/brasil/teams/atletico/collections/01-24/2023-f6d5ed,/items/brasil/teams/atletico/collections/05-24/2023-f6d5ed,unique record references,ET028_EXCLUSIVE
42715,paises/brasil/atletico/2023.htm#editorial:hx001:table-632:description-table-641,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/05_24,item:906fd918430e5481a123606d87fbec49c71a7e0dede601455611122f4393e6ec,2023,2023-060d29,/items/brasil/teams/atletico/collections/01-24/2023-060d29,/items/brasil/teams/atletico/collections/05-24/2023-060d29,unique record references,ET028_EXCLUSIVE
42719,paises/brasil/atletico/2023.htm#editorial:hx001:table-732:description-table-739,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:60d0db7e8c3e7e5b4c4319874b3f352c035c7b1267222d69657896ca0bc34188,2023,2023-d46bad,/items/brasil/teams/atletico/collections/01-24/2023-d46bad,/items/brasil/teams/atletico/collections/08-23/2023-d46bad,unique record references,ET028_EXCLUSIVE
42720,paises/brasil/atletico/2023.htm#editorial:hx001:table-753:description-table-760,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:1c84983249929c0e28d6a90cca4ce683931b7dde09c298d338539d10296eaff9,2023,2023-75d417,/items/brasil/teams/atletico/collections/01-24/2023-75d417,/items/brasil/teams/atletico/collections/08-23/2023-75d417,unique record references,ET028_EXCLUSIVE
42721,paises/brasil/atletico/2023.htm#editorial:hx001:table-774:description-table-783,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/09_24_2,item:2a29e98c0ee71ad7ef8641d103f26ab5563f03b2551a350ab6202a78d106d631,2023,2023-8f245e,/items/brasil/teams/atletico/collections/01-24/2023-8f245e,/items/brasil/teams/atletico/collections/09-24-2/2023-8f245e,unique record references,ET028_EXCLUSIVE
42722,paises/brasil/atletico/2023.htm#editorial:hx001:table-797:description-table-806,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/09_24_2,item:3906aa8140ee0870b07faadc117dfe6b3af150948e59575c4083b7cba2b6b2d6,2023,2023-66a141,/items/brasil/teams/atletico/collections/01-24/2023-66a141,/items/brasil/teams/atletico/collections/09-24-2/2023-66a141,unique record references,ET028_EXCLUSIVE
42723,paises/brasil/atletico/2023.htm#editorial:hx001:table-820:description-table-829,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/09_24_2,item:87cb09a8c7d1bbd1f979859abbe8e403d861af5b1ccf1c07578dce5e95dd965d,2023,2023-ad1a1e,/items/brasil/teams/atletico/collections/01-24/2023-ad1a1e,/items/brasil/teams/atletico/collections/09-24-2/2023-ad1a1e,unique record references,ET028_EXCLUSIVE
42724,paises/brasil/atletico/2023.htm#editorial:hx001:table-843:description-table-850,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/09_24_2,item:c3081866c4d69d53ff72f7ce23309afbd89b7ba1d4eb2c76494e0477d49f7248,2023,2023-abd758,/items/brasil/teams/atletico/collections/01-24/2023-abd758,/items/brasil/teams/atletico/collections/09-24-2/2023-abd758,unique record references,ET028_EXCLUSIVE
42727,paises/brasil/atletico/2023_.htm#editorial:hx001:table-65:description-table-74,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:0cee3b23657aa1b86411acf64a9e66522751e04f07adea9261faa47c42f302d4,2023,2023-311c2c,/items/brasil/teams/atletico/collections/01-24/2023-311c2c,/items/brasil/teams/atletico/collections/08-23/2023-311c2c,unique record references,ET028_EXCLUSIVE
42728,paises/brasil/atletico/2023_.htm#editorial:hx001:table-89:description-table-98,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:dce6c5c98a74ecec55df7552dc5e700dfa0906137ea8ee04ab4e618983f0746f,2023,2023-05cfd9,/items/brasil/teams/atletico/collections/01-24/2023-05cfd9,/items/brasil/teams/atletico/collections/08-23/2023-05cfd9,unique record references,ET028_EXCLUSIVE
42729,paises/brasil/atletico/2023_.htm#editorial:hx001:table-113:description-table-122,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:c7c509a6c8d36b0710b3a18bee762e644508a89cf6f955ff78487dd4021d6372,2023,2023-9d7bda,/items/brasil/teams/atletico/collections/01-24/2023-9d7bda,/items/brasil/teams/atletico/collections/08-23/2023-9d7bda,unique record references,ET028_EXCLUSIVE
42730,paises/brasil/atletico/2023_.htm#editorial:hx001:table-137:description-table-146,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:aa728c18dff6e60fb3399f6eb3110e5e3e2d8c0429eb0603c87ff991efae3f9c,2023,2023-663830,/items/brasil/teams/atletico/collections/01-24/2023-663830,/items/brasil/teams/atletico/collections/08-23/2023-663830,unique record references,ET028_EXCLUSIVE
42733,paises/brasil/atletico/2023_.htm#editorial:hx001:table-215:description-table-224,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/05_24,item:7a62464a28e4fb794c36229d163ee048140034fb48e73e80c1f6af4f0d2a429e,2023,2023-a515f3,/items/brasil/teams/atletico/collections/01-24/2023-a515f3,/items/brasil/teams/atletico/collections/05-24/2023-a515f3,unique record references,ET028_EXCLUSIVE
42735,paises/brasil/atletico/2023_.htm#editorial:hx001:table-269:description-table-278,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:6354931e2e9be57284f448a8b3319ab27850ae4a27d4fd9bee35bde5545684d5,2023,2023-6275c5,/items/brasil/teams/atletico/collections/01-24/2023-6275c5,/items/brasil/teams/atletico/collections/08-23/2023-6275c5,unique record references,ET028_EXCLUSIVE
42743,paises/brasil/atletico/2023_.htm#editorial:hx001:table-453:description-table-462,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/05_24,item:885afe22617c045563bed8630e63aa209046bbb79952565044eb5967f276f6f3,2023,2023-af41b0,/items/brasil/teams/atletico/collections/01-24/2023-af41b0,/items/brasil/teams/atletico/collections/05-24/2023-af41b0,unique record references,ET028_EXCLUSIVE
42744,paises/brasil/atletico/2023_.htm#editorial:hx001:table-480:description-table-489,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/05_24,item:3cd72278262e41e44ac6368eb16e89b40496a6562050e85b6a62bcbe93921076,2023,2023-38c3bb,/items/brasil/teams/atletico/collections/01-24/2023-38c3bb,/items/brasil/teams/atletico/collections/05-24/2023-38c3bb,unique record references,ET028_EXCLUSIVE
42748,paises/brasil/atletico/2023_.htm#editorial:hx001:table-580:description-table-587,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:f2020422a6c2c18c39bf3e2b5de769b16e62de6f4ca4ca324f17eccaaecdf6b5,2023,2023-bf50a6,/items/brasil/teams/atletico/collections/01-24/2023-bf50a6,/items/brasil/teams/atletico/collections/08-23/2023-bf50a6,unique record references,ET028_EXCLUSIVE
42749,paises/brasil/atletico/2023_.htm#editorial:hx001:table-601:description-table-608,paises/brasil/atletico,camisas/brasil/atletico/01_24,camisas/brasil/atletico/08_23,item:e7fa94736b6fa03f0a55783ca061f746d328752b99fb159af787ec291ddbcbb2,2023,2023-9d7dad,/items/brasil/teams/atletico/collections/01-24/2023-9d7dad,/items/brasil/teams/atletico/collections/08-23/2023-9d7dad,unique record references,ET028_EXCLUSIVE
42752,paises/brasil/atletico/2024.htm#editorial:hx001:table-65:description-table-74,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:e6d131fcda944d8aa31984eacd899bb48782aec0aaca1721d6f98e741ba7d2b7,2024,2024-7d8c76,/items/brasil/teams/atletico/collections/09-24-3/2024-7d8c76,/items/brasil/teams/atletico/collections/03-25/2024-7d8c76,unique record references,ET028_EXCLUSIVE
42753,paises/brasil/atletico/2024.htm#editorial:hx001:table-93:description-table-102,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:ff9ba43951d22c736c901904773c04542c869daadf4c8a70353eeb59ef68b6a4,2024,2024-b7eff9,/items/brasil/teams/atletico/collections/09-24-3/2024-b7eff9,/items/brasil/teams/atletico/collections/03-25/2024-b7eff9,unique record references,ET028_EXCLUSIVE
42755,paises/brasil/atletico/2024.htm#editorial:hx001:table-148:description-table-157,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:f987916888456a2e3813b59c4c6a12148893b1b101106b32ee846b46e06f8cd7,2024,2024-05da64,/items/brasil/teams/atletico/collections/09-24-3/2024-05da64,/items/brasil/teams/atletico/collections/03-25/2024-05da64,unique record references,ET028_EXCLUSIVE
42758,paises/brasil/atletico/2024.htm#editorial:hx001:table-243:description-table-250,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:9af29161c8f81d04757cd90b26b7eff610be0553df8c9e3a691f8ec1bf218b9a,2024,2024-26bceb,/items/brasil/teams/atletico/collections/09-24-3/2024-26bceb,/items/brasil/teams/atletico/collections/03-25/2024-26bceb,unique record references,ET028_EXCLUSIVE
42759,paises/brasil/atletico/2024.htm#editorial:hx001:table-269:description-table-278,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:dc5716b6b847444468b810847b7575ea6041dd633ef4ac3d7adf53ca615367b5,2024,2024-1416d5,/items/brasil/teams/atletico/collections/09-24-3/2024-1416d5,/items/brasil/teams/atletico/collections/03-25/2024-1416d5,unique record references,ET028_EXCLUSIVE
42760,paises/brasil/atletico/2024.htm#editorial:hx001:table-296:description-table-305,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:c1d5fec179798509346bbc0a3f8393658c67f615b1b2ebb208258ef4dd04e31e,2024,2024-dcea35,/items/brasil/teams/atletico/collections/09-24-3/2024-dcea35,/items/brasil/teams/atletico/collections/03-25/2024-dcea35,unique record references,ET028_EXCLUSIVE
42761,paises/brasil/atletico/2024.htm#editorial:hx001:table-323:description-table-332,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:84bbc2c9e752fe396a36c6db0dea2a77db61eae91c9265a8c53d002b7890b52f,2024,2024-8f4bb5,/items/brasil/teams/atletico/collections/09-24-3/2024-8f4bb5,/items/brasil/teams/atletico/collections/03-25/2024-8f4bb5,unique record references,ET028_EXCLUSIVE
42763,paises/brasil/atletico/2024.htm#editorial:hx001:table-377:description-table-386,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:d892cbd63e239a783224bb347dfe349608e9d1a07aac0355c2e06e63ef3b32a4,2024,2024-258a3d,/items/brasil/teams/atletico/collections/09-24-3/2024-258a3d,/items/brasil/teams/atletico/collections/03-25/2024-258a3d,unique record references,ET028_EXCLUSIVE
42764,paises/brasil/atletico/2024.htm#editorial:hx001:table-404:description-table-413,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:b4e4e27efcbe657868fd06fdd3b869590e176f0a45b78c1a450e2700d8575410,2024,2024-daf272,/items/brasil/teams/atletico/collections/09-24-3/2024-daf272,/items/brasil/teams/atletico/collections/03-25/2024-daf272,unique record references,ET028_EXCLUSIVE
42765,paises/brasil/atletico/2024.htm#editorial:hx001:table-432:description-table-441,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:3f34569287e5e945ba467aac701185d2687ac08fd44bf226022506873557cf5c,2024,2024-4b5605,/items/brasil/teams/atletico/collections/09-24-3/2024-4b5605,/items/brasil/teams/atletico/collections/03-25/2024-4b5605,unique record references,ET028_EXCLUSIVE
42766,paises/brasil/atletico/2024.htm#editorial:hx001:table-460:description-table-469,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:9eb07eb76134ceb8641f681807302bdcf12188af61eda0e3126d8fc55a16bc50,2024,2024-6452cf,/items/brasil/teams/atletico/collections/09-24-3/2024-6452cf,/items/brasil/teams/atletico/collections/03-25/2024-6452cf,unique record references,ET028_EXCLUSIVE
42767,paises/brasil/atletico/2024.htm#editorial:hx001:table-488:description-table-497,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:e6b037a8a7ae9715faa1df984d5dbc9b494091de91fd9d7d17b7c41533ce5b47,2024,2024-3e0b22,/items/brasil/teams/atletico/collections/09-24-3/2024-3e0b22,/items/brasil/teams/atletico/collections/03-25/2024-3e0b22,unique record references,ET028_EXCLUSIVE
42769,paises/brasil/atletico/2024.htm#editorial:hx001:table-542:description-table-549,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/03_25,item:9ee60911f401ee1f63ac9ed7bc3b26b71be180ca5e5f3b1917f02ff4ef86556d,2024,2024-f9a4d4,/items/brasil/teams/atletico/collections/09-24-3/2024-f9a4d4,/items/brasil/teams/atletico/collections/03-25/2024-f9a4d4,unique record references,ET028_EXCLUSIVE
42772,paises/brasil/atletico/2024.htm#editorial:hx001:table-617:description-table-626,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/02_25,item:ca1bee45f5c869a36f9f1f148169a0b11146c85bf0ed45166ffb10470bb3166e,2024,2024-298c97,/items/brasil/teams/atletico/collections/09-24-3/2024-298c97,/items/brasil/teams/atletico/collections/02-25/2024-298c97,unique record references,ET028_EXCLUSIVE
42773,paises/brasil/atletico/2024.htm#editorial:hx001:table-644:description-table-653,paises/brasil/atletico,camisas/brasil/atletico/09_24_3,camisas/brasil/atletico/02_25,item:805429c79c1d6d4ca4046d89d494107cb5b9d1f7c8aedb5e43a8870a921aa558,2024,2024-a9db49,/items/brasil/teams/atletico/collections/09-24-3/2024-a9db49,/items/brasil/teams/atletico/collections/02-25/2024-a9db49,unique record references,ET028_EXCLUSIVE
42782,paises/brasil/atleticop/2018.htm#editorial:hx001:table-31:description-table-40,paises/brasil/atleticop,camisas/brasil/atleticop/03_19,camisas/brasil/atleticop/11_21,item:c94179b7c1bb893a56857227a9422d4ebad265e423552b86fdecefa996a3a24c,2018,2018-924aa9,/items/brasil/teams/atleticop/collections/03-19/2018-924aa9,/items/brasil/teams/atleticop/collections/11-21/2018-924aa9,unique record references,ET028_EXCLUSIVE
42830,paises/brasil/botafogo/2017.htm#editorial:hx001:table-29:description-table-38,paises/brasil/botafogo,camisas/brasil/botafogo/11_17,camisas/brasil/botafogo/01_18,item:bcf21535e3d036d21be5e829088f8f9c847cb1c51030cd89350e15aceb39dc8e,2017,2017-29134a,/items/brasil/teams/botafogo/collections/11-17/2017-29134a,/items/brasil/teams/botafogo/collections/01-18/2017-29134a,unique record references,ET028_EXCLUSIVE
42832,paises/brasil/botafogo/2018.htm#editorial:hx001:table-29:description-table-38,paises/brasil/botafogo,camisas/brasil/botafogo/11_18,camisas/brasil/botafogo/03_19,item:820de28af76e5549d0aa821f8d34b025a43c81a8637741db30d3e20f99db7cf1,2018,2018-3ed6c8,/items/brasil/teams/botafogo/collections/11-18/2018-3ed6c8,/items/brasil/teams/botafogo/collections/03-19/2018-3ed6c8,unique record references,ET028_EXCLUSIVE
42833,paises/brasil/botafogo/2018.htm#editorial:hx001:table-47:description-table-56,paises/brasil/botafogo,camisas/brasil/botafogo/11_18,camisas/brasil/botafogo/11_21,item:6f482165ddddd440bc87cf5958773783cb73042c4b365024bae5f4db777344c9,2018,2018-126ca3,/items/brasil/teams/botafogo/collections/11-18/2018-126ca3,/items/brasil/teams/botafogo/collections/11-21/2018-126ca3,unique record references,ET028_EXCLUSIVE
42858,paises/brasil/chapecoense/2019.html#editorial:hx001:table-56:description-table-65,paises/brasil/chapecoense,camisas/brasil/chapecoense/10_19,camisas/brasil/chapecoense/01_20,item:98421a2ce9eb2fee2df465afbcbac3edf85661a8a6b7b78bdbbcf2cf1d8958fd,2019,2019-41b0eb,/items/brasil/teams/chapecoense/collections/10-19/2019-41b0eb,/items/brasil/teams/chapecoense/collections/01-20/2019-41b0eb,unique record references,ET028_EXCLUSIVE
42920,paises/brasil/corinthians/2014.htm#editorial:hx001:table-56:description-table-65,paises/brasil/corinthians,camisas/brasil/corinthians/06_14,camisas/brasil/corinthians/03_15,item:3267822409426b680d20a60f28660f1cfe009d3ecaeda1651d475fd5c1ab9730,2014,2014-e88bbf,/items/brasil/teams/corinthians/collections/06-14/2014-e88bbf,/items/brasil/teams/corinthians/collections/03-15/2014-e88bbf,unique record references,ET028_EXCLUSIVE
42925,paises/brasil/corinthians/2015.htm#editorial:hx001:table-56:description-table-65,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/05_15,item:ceee071e9467f5b9a6b2c9156b33e17b9ca93f4a171db5ce02a1dc4433c2163f,2015,2015-015a69,/items/brasil/teams/corinthians/collections/04-15/2015-015a69,/items/brasil/teams/corinthians/collections/05-15/2015-015a69,unique record references,ET028_EXCLUSIVE
42926,paises/brasil/corinthians/2015.htm#editorial:hx001:table-75:description-table-84,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/01_16,item:5738f244ad26624ff584bc73bb53dae14a84b546b689fa69120a9bce27dc2f1c,2015,2015-7c56bc,/items/brasil/teams/corinthians/collections/04-15/2015-7c56bc,/items/brasil/teams/corinthians/collections/01-16/2015-7c56bc,unique record references,ET028_EXCLUSIVE
42927,paises/brasil/corinthians/2015.htm#editorial:hx001:table-94:description-table-103,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/03_16,item:2b054ec7b8dcd0885fbcc183c0d90545b97bfc7203440dc41ab362ae9b122ce5,2015,2015-49f949,/items/brasil/teams/corinthians/collections/04-15/2015-49f949,/items/brasil/teams/corinthians/collections/03-16/2015-49f949,unique record references,ET028_EXCLUSIVE
42928,paises/brasil/corinthians/2015.htm#editorial:hx001:table-113:description-table-122,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/04_16,item:52e0203384a9724a6548374a79991b4fc37769c43b0035bbcb2935d885efb519,2015,2015-4a7cc6,/items/brasil/teams/corinthians/collections/04-15/2015-4a7cc6,/items/brasil/teams/corinthians/collections/04-16/2015-4a7cc6,unique record references,ET028_EXCLUSIVE
42929,paises/brasil/corinthians/2015.htm#editorial:hx001:table-132:description-table-141,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/06_16,item:1e73cf8e8485ab7e9a086cec7ca94a897d265c6a407ec783cb6dda4d9022f2ba,2015,2015-72778a,/items/brasil/teams/corinthians/collections/04-15/2015-72778a,/items/brasil/teams/corinthians/collections/06-16/2015-72778a,unique record references,ET028_EXCLUSIVE
42930,paises/brasil/corinthians/2015.htm#editorial:hx001:table-151:description-table-160,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/06_16,item:f9b1399ff9df242c4523c5321eb0828139673a0877ba3d1506895723d13adb04,2015,2015-c380d1,/items/brasil/teams/corinthians/collections/04-15/2015-c380d1,/items/brasil/teams/corinthians/collections/06-16/2015-c380d1,unique record references,ET028_EXCLUSIVE
42932,paises/brasil/corinthians/2015.htm#editorial:hx001:table-193:description-table-202,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/01_16,item:69eb7d5f0b8d26172116b06c7cb637074ca01e076432d2a7d257418e145ee725,2015,2015-34cdab,/items/brasil/teams/corinthians/collections/04-15/2015-34cdab,/items/brasil/teams/corinthians/collections/01-16/2015-34cdab,unique record references,ET028_EXCLUSIVE
42933,paises/brasil/corinthians/2015.htm#editorial:hx001:table-212:description-table-221,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/01_16,item:35cca3c79155190addda3c1c0d7240e728a5caa96133719d7eaaab2c820b80eb,2015,2015-23fab3,/items/brasil/teams/corinthians/collections/04-15/2015-23fab3,/items/brasil/teams/corinthians/collections/01-16/2015-23fab3,unique record references,ET028_EXCLUSIVE
42934,paises/brasil/corinthians/2015.htm#editorial:hx001:table-231:description-table-240,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/04_16,item:de7d17fbdcc7a1b87c3c8a588ef73c77bdc3eff989ad7374beee9ae86f9db2d8,2015,2015-92f4ab,/items/brasil/teams/corinthians/collections/04-15/2015-92f4ab,/items/brasil/teams/corinthians/collections/04-16/2015-92f4ab,unique record references,ET028_EXCLUSIVE
42935,paises/brasil/corinthians/2015.htm#editorial:hx001:table-250:description-table-257,paises/brasil/corinthians,camisas/brasil/corinthians/04_15,camisas/brasil/corinthians/03_16,item:d801e92af1f8690cc004cf5a9e98321c5ab5f686862cd37eb848efe5d1a19830,2015,2015-faa793,/items/brasil/teams/corinthians/collections/04-15/2015-faa793,/items/brasil/teams/corinthians/collections/03-16/2015-faa793,unique record references,ET028_EXCLUSIVE
42937,paises/brasil/corinthians/2016.htm#editorial:hx001:table-31:description-table-40,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/06_16,item:2ad665ec07145870e0f34bd8f757a5731454a5236dafb02452abd7ddf1cbc8ef,2016,2016-b567ee,/items/brasil/teams/corinthians/collections/07-17/2016-b567ee,/items/brasil/teams/corinthians/collections/06-16/2016-b567ee,unique record references,ET028_EXCLUSIVE
42940,paises/brasil/corinthians/2016.htm#editorial:hx001:table-88:description-table-97,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/02_17,item:3089dd2bf458b777da3e59a331b961bff00f403d6ea2099558c8517c26f6e449,2016,2016-266811,/items/brasil/teams/corinthians/collections/07-17/2016-266811,/items/brasil/teams/corinthians/collections/02-17/2016-266811,unique record references,ET028_EXCLUSIVE
42941,paises/brasil/corinthians/2016.htm#editorial:hx001:table-107:description-table-116,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/08_17,item:0c46d9d57d7715c11ba3e7b6b5ce5d60454e9475af4358e6d62ba15b345d9d15,2016,2016-5c37fa,/items/brasil/teams/corinthians/collections/07-17/2016-5c37fa,/items/brasil/teams/corinthians/collections/08-17/2016-5c37fa,unique record references,ET028_EXCLUSIVE
42958,paises/brasil/corinthians/2017.htm#editorial:hx001:table-30:description-table-39,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:f0d58547ec8ad0ea02052d46e6082b2f49d374f70adaeb49ce718a19096286d4,2017,2017-c00842,/items/brasil/teams/corinthians/collections/07-17/2017-c00842,/items/brasil/teams/corinthians/collections/11-17/2017-c00842,unique record references,ET028_EXCLUSIVE
42959,paises/brasil/corinthians/2017.htm#editorial:hx001:table-49:description-table-58,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:3c672a49ce5b7628c57ff5084dad29ea46033a01f0d41e2cf71577caf331d586,2017,2017-9030f5,/items/brasil/teams/corinthians/collections/07-17/2017-9030f5,/items/brasil/teams/corinthians/collections/01-18/2017-9030f5,unique record references,ET028_EXCLUSIVE
42962,paises/brasil/corinthians/2017.htm#editorial:hx001:table-106:description-table-115,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:005a9553adfc3c54bd1a735b1dee00f4bb6fdae92c5898e8de2e7a206775c56d,2017,2017-adcfd6,/items/brasil/teams/corinthians/collections/07-17/2017-adcfd6,/items/brasil/teams/corinthians/collections/11-17/2017-adcfd6,unique record references,ET028_EXCLUSIVE
42963,paises/brasil/corinthians/2017.htm#editorial:hx001:table-125:description-table-134,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:f9351c5fbff72773ede09acf6de03825216f693d50ce3bce73c8d17d943f465c,2017,2017-27b1ff,/items/brasil/teams/corinthians/collections/07-17/2017-27b1ff,/items/brasil/teams/corinthians/collections/11-17/2017-27b1ff,unique record references,ET028_EXCLUSIVE
42964,paises/brasil/corinthians/2017.htm#editorial:hx001:table-144:description-table-153,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:ca29d09a4422e7a608e5b4d52e41272d8dcfa2daf69a4c8aff67bb890f0c7fad,2017,2017-18859b,/items/brasil/teams/corinthians/collections/07-17/2017-18859b,/items/brasil/teams/corinthians/collections/01-18/2017-18859b,unique record references,ET028_EXCLUSIVE
